id,sentence,num_aspect_terms,aspect_terms,at_polarity
33071731#1007204#6,15% gratuity aapke bill mem apne se hii juड़ gyii।,2,"['bill', 'gratuity']","['negative', 'negative']"
35177381#521555#3,"Halibut cheek appetizer ek udaar portion of foie gras, lekin yh kevl positive chiijem jo maim meal ke baare mem kh sktaa hoom~'।",3,"['Halibut cheek appetizer', 'portion of foie gras', 'meal']","['neutral', 'positive', 'conflict']"
33061445#591371#3,Food excellent aur unke paas empenadas aur plaintains jo afternoon snack ke lie achchhaa hai।,4,"['Food', 'empenadas', 'plaintains', 'afternoon snack']","['positive', 'positive', 'positive', 'positive']"
13383936#420974#3,donom ek appetizer ke number aur pasta specials shaandaar the।,2,"['pasta specials', 'appetizer']","['positive', 'positive']"
35393632#1591698#3,"Tables bmd hai, islie aap doosre patrons ke saath elbows se bump krke aaraamdaayk bnaate haim।",1,['Tables'],['negative']
32894522#1633452#0,Lunch ke lie uskaa Monday thaa - us area mem film pr working kr rhaa thaa - aur yh rare jewel paayaa।,1,['Lunch'],['neutral']
11359767#969393#1,"bhut adhik nhiim, lekin enough hai yh scene shaandaar hai।",1,['scene'],['positive']
32864873#471207#0,aapko lgtaa hai ki aapne ise New York bnaa diyaa hai।,0,[],[]
11432316#715219#1,hm iske bgl se dozens times ge haim aur ek Monday night ko mt mem settled ho ge।,0,[],[]
35158410#1207085#3,Service point pr thaa - aap Ritz se aur kyaa expect kr skte haim।,1,['Service'],['positive']
11351399#0#7,"Menus features seasonal picks, jaise sweet corn-foie gras brulee hai।",2,"['Menus', 'sweet corn-foie gras brulee']","['neutral', 'neutral']"
33068734#650934#2,Pastas bhut achchhe the।,1,['Pastas'],['positive']
33068734#650934#3,Atmosphere bkvaas ho jaataa hai।,1,['Atmosphere'],['negative']
33070532#604874#0,Decor hai jo shuruvaat se mujhe door mem rkhaa hai।,1,['Decor'],['positive']
11351745#499992#0,Wait staff bhut jaagrook aur vinmr the।,1,['Wait staff'],['positive']
35717889#579150#0,"Great restaurant, aur jbki food shaandaar hai!",1,['food'],['positive']
35717889#579150#1,Dishes remarkably svaadisht aur kuchh aaraamdaayk aur intimate place hai।,2,"['Dishes', 'place'","['positive', 'positive']"
11349760#848056#1,"Food achchhaa thaa, service prompt, aur price bhut reasonable hai।",3,"['Food', 'service', 'price']","['positive', 'positive', 'positive']"
35704115#614067#0,"shaandaar menu, grmjoshii se bhraa huaa inviting ambiance, shaandaar service FOOD mujhe vaaps bulaatii rhtii hai।",4,"['menu', 'ambiance', 'service', 'FOOD']","['positive', 'positive', 'positive', 'positive']"
33061498#586991#0,"shaandaar food, achchhaa wine aur ek shaandaar host.",3,"['food', 'wine', 'host']","['positive', 'positive', 'positive']"
35870558#793384#0,Last night mere coworker ke saath vhm~ gyaa।,0,[],[]
11313392#560011#1,Pizzas appetizers aur main courses ke saath shaandaar thaa।,3,"['Pizzas', 'appetizers', 'main courses']","['positive', 'positive', 'positive']"
11313392#560011#2,"bilkul calamari ko aaज़maaem~, koii pasta, yaa jbki Sliced steak entree hai।",3,"['calamari', 'pasta', 'Sliced steak entree']","['positive', 'positive', 'positive']"
11513049#499488#4,Caeser salad shaandaar thaa।,1,['Caeser salad'],['positive']
11513049#499488#5,Fried calamari jbki achchhaa thaa।,1,['Fried calamari'],['positive']
11513049#499488#8,Atmosphere achchhaa thaa lekin yh thoड़aa bhut dark thaa।,1,['Atmosphere'],['conflict']
11513049#499488#0,Food overall achchhaa thaa।,1,['Food'],['positive']
11660480#640405#1,Food shaandaar thaa aur service sbse tops kii thii।,2,"['Food', 'service']","['positive', 'positive']"
35682567#1590699#1,Portions bhut large aur service jordaar hai!!,2,"['Portions', 'service']","['positive', 'positive']"
35682567#1590699#2,maim chicken milanese kii peshksh krtaa hoom~।,1,['chicken milanese'],['positive']
35698333#556353#0,"ek shaandaar prices pr excellent tapas, romantic, chhote lekin jyaadaa crowded, mज़edaar haim।",2,"['tapas', 'prices']","['positive', 'positive']"
33072753#1351349#2,"Service bilkul dhiimaa, lekin friendly hai।",1,['Service'],['conflict']
33072753#1351349#0,"Chocolate raspberry cake heavenly - bhut sweet, lekin flavor pooraa hai।",2,"['Chocolate raspberry cake', 'flavor']","['positive', 'positive']"
11651310#581605#1,"hmaaraa waiter helpful aur charming thaa, food perfect thaa, aur wine bhii achchhaa thaa।",3,"['waiter', 'food', 'wine']","['positive', 'positive', 'positive']"
11651310#581605#0,Alias grm aur cozy hai aur tumhem 71 Clinton jaisaa squished kiyaa huaa feeling nhii miltii hai।,0,[],[]
11563005#745685#0,Special celebration ke lie vhm~ gyaa।,0,[],[]
11563005#745685#1,Restaurant shmt aur intimate thaa।,0,[],[]
11563005#745685#2,Service bhut attentive aur bhut udaar thaa।,1,['Service'],['positive']
11563005#745685#3,"hmne dherom achchhe food khaaye, wine, aur desserts bhii।",3,"['food', 'wine', 'desserts']","['positive', 'positive', 'positive']"
11563005#745685#4,vaakii buzzing midtown area ke biich mem bhut pyaaraa dining experience thaa।,1,['dining experience'],['positive']
11570675#1355721#0,"thiik hai, maim kuchh times ke lie Dumont gyaa hoom~।",0,[],[]
11570675#1355721#1,Food vaakii mem bhut achchhaa nhiim hai aur service terrible hai।,2,"['Food', 'service']","['negative', 'negative']"
11570675#1355721#2,"ho sktaa hai, yh adhiktr Dumont's patrons chhote aur km expectations ke haim, lekin maim Dumont ko recommend nhiim kr sktaa।",0,[],[]
11463275#424927#1,"naa kevl unhe town mem sbse achchhe escargot haim, ve hmeshaa toddler ko accomodate krke aaज़maaem~ haim।",1,['escargot'],['positive']
11408946#789662#0,"maimne Sotto Voce bhut time jaa chukaa hoom~, aur mujhe yh khnaa hai ki kisii bhii time nail ko head pr thoko।",0,[],[]
11408946#789662#1,"mere guest aur mere biich mem, hmne menu mem km se km 80% ko sampled kiyaa, aur ve sbhii hits the।",1,['menu'],['positive']
11408946#789662#3,Deco aur ambiance vaakii pyaaraa thaa।,2,"['Deco', 'ambiance']","['positive', 'positive']"
32444534#501179#1,yh New York ke aas-paas sbse achchhaa unknown restaurant hai।,0,[],[]
32444534#501179#2,bs jaaem~ aur sbse greatest french food mem Daniel kaa west hai।,1,['french food'],['positive']
11351741#1733901#0,maim restaurant ke lie gyaa aur prix fixe menu kii peshksh kii।,1,['prix fixe menu'],['neutral']
32857960#1320058#5,"Waiter naa kevl efficient aur courteous thaa, blki bhut hii helpful hai।",1,['Waiter'],['positive']
35701421#583735#2,"yh place classy hai, chic, service warm aur hospitable hai, aur food shaandaar hai।",3,"['place', 'service', 'food']","['positive', 'positive', 'positive']"
35393743#526051#0,maim is place ke baare mem Time Out magazine mem pढ़aa hai।,0,[],[]
35393743#526051#2,Astoria mem ek shaandaar find hai।,0,[],[]
32864873#582572#0,"shaandaar burgers, grilled cheeses aur french fries hai।",3,"['burgers', 'grilled cheeses', 'french fries']","['positive', 'positive', 'positive']"
11351354#812637#0,Yellowfin Tuna aur Calf's liver meraa psmdiidaa hai।,2,"['Yellowfin Tuna', 'Calf's liver']","['positive', 'positive']"
11538980#1053497#1,Sushi bhut fresh hai ki yh aapke mouth mem kurkurtaa hai।,1,['Sushi'],['positive']
11538980#1053497#4,lekin pkkaa kro ki aapke paas credit card pr enough room hai jo bill se aapke wallet pr ek bड़aa dent krtaa hai।,1,['bill'],['negative']
11349654#424016#2,5th ave address ke baavjood koii frills whick nhiim jise maim love krtaa hoom~।,0,[],[]
35158410#1207085#2,ve aapke table tk sauce cart laate haim aur aapko 7 se 8 choices of sauces aapke steak ke lie (maimne sbhii ko aaज़maayaa thaa) laate haim।,4,"['steak', 'choices of sauces', 'sauce cart', 'table']","['neutral', 'positive', 'neutral', 'neutral']"
15094232#1295193#2,"naa kevl sushi fresh thaa, unhone doosre entrees ko bhii kisii naa kisii guest ko choose krke khush krne (duck aaज़maayem) se alg serve kiyaa thaa।",3,"['sushi', 'duck', 'entrees']","['positive', 'positive', 'neutral']"
32894267#698671#5,achchhii variety lekin kuchh bhii surprising nhiim hai।,1,['variety'],['positive']
11351328#1638529#2,"mere khriid ko paid krne ke baad, maimne noticed kiyaa ki unhone mujhe utensils nhiim diyaa islie maim apnaa pie khaa skaa hoom~। ",2,"['utensils', 'pie']","['neutral', 'neutral']"
11350539#680470#6,usii prkaar ydi aap vaakii thin crust yaa vaakii bड़e slices psmd krte haim to Nick aur Joe's aapkaa favorite nhiim ho sktaa hai।,2,"['thin crust', 'slices']","['negative', 'negative']"
11359764#1373169#2,yh hmeshaa quite hai kyomki yh awful hai।,0,[],[]
33071731#1007204#2,"naa green beans, naa egg, naa anchovy dressing, naa nicoise olives, naa red onion.",5,"['green beans', 'egg', 'anchovy dressing', 'nicoise olives', 'red onion']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
33507331#1177339#1,"yh outside jaisaa kuchh nhiim dikhtaa hai, lekin jaise aap mdr kii trph walk krte haim, yh pooraa doosraa atmosphere hai।",2,"['outside', 'atmosphere']","['negative', 'positive']"
35693214#539116#0,mujhe khnaa hogaa ki place awesome hai।,0,[],[]
32935729#785247#3,Ground chickpea soup ko hmne starter sample kii trh taste kiyaa thaa jo thoड़aa thin hai।,2,"['Ground chickpea soup', 'starter']","['negative', 'neutral']"
35709141#1107179#3,"hm sushi ko re-slice krne kii request krte haim, aur yh hmem small cheese-like cubes jaise vaaps krte the।",1,['sushi'],['negative']
11351354#412616#1,"Service, jbki quality of food ke below ek yaa do peg (horrible bartenders) hai, aur clientele, adhiktr part ke lie, rowdy hai, loud-mouthed commuters (yh staff ke bure attitudes ko btaataa hai।) jo concert yaa ek Knicks game ke lie AC/DC mem loaded ho rhaa hai।",5,"['Service', 'quality of food', 'bartenders', 'clientele', 'staff']","['negative', 'positive', 'negative', 'negative', 'negative']"
11349840#433070#8,"ydi aap neighborhood mem haim, ek great meal ke lie definitely rukem।",1,['meal'],['positive']
11349840#433070#7,"Unfortunately, apne show ticket ke saath, hmaare paas desserts sample krne kaa time nhiim hai।",1,['desserts'],['neutral']
11313439#692431#1,"Restaurant thoड़aa paint use kr sktii thii, lekin kul milaakr ek achchhaa sushi place hai। ",0,[],[]
35391416#500259#5,jyaadaa tables bnaaiye - shaayd ek rooftop bar.,2,"['tables', 'rooftop bar']","['negative', 'neutral']"
32944704#492723#1,"Decoration se aisaa lg rhaa thaa ki hm Cairo mem hai, ye asl mem street adventure kaa part hai।",1,['Decoration'],['positive']
32950007#1320096#2,"jbki chhotaa hai, iskaa ambience sumdr, shaandaar food (catfish svaadisht hai - ydi aap mind n krem to thoड़aa salty hai) aur jaagrook service hai। ",4,"['ambience', 'food', 'catfish', 'service']","['positive', 'positive', 'positive', 'positive']"
11350033#1264371#3,maim vhm~ food ke lie nhiim jaataa islie comment nhiim kr sktaa।,1,['food'],['neutral']
11660930#655010#2,"mere friends aur maim week mem (minimum, hm area mem rhte haim) ek baar jaataa hoom~ aur hr time baahr nikl ke brush ke lie resist nhiim kr sktaa hoom~।",0,[],[]
11660930#655010#4,"Items se stick hokr place achchhaa brisket, ribs, wings cajun shrimp achchhaa nhiim, lekin great hai।",4,"['brisket', 'ribs', 'wings', 'cajun shrimp']","['positive', 'positive', 'positive', 'neutral']"
32927541#579582#0,"Brooklyn mem hokr ek 25 years se jyaadaa, mujhe achchhe pizza ke lie bridge pr nhiim jaanaa hotaa hai।",1,['pizza'],['positive']
11349536#778388#0,Friday ko yhm~ dinner kiyaa aur food shaandaar thaa।,2,"['dinner', 'food']","['neutral', 'positive']"
35700989#574718#3,"hmne abhii is restaurants mem New Year's Eve bitaayaa hai, aur wine se dessert menu tk great experiance kiyaa hai।",2,"['wine', 'dessert menu']","['positive', 'positive']"
35709275#573688#2,"atydhik recommend kiyaa huaa... jaisaa ki khaa gyaa, maimne restaurant mem dined *in* nhiim kiyaa lekin yh bar achchhaa dikhtaa hai aur takeout bhut relaxing place lgtaa hai।",3,"['place', 'bar', 'takeout']","['positive', 'positive', 'neutral']"
11351587#1488758#1,"Ambiance shaandaar hai, ek thoड़aa jyaadaa loud lekin phir bhii nice aur romantic haim।",1,['Ambiance'],['positive']
33069925#747092#3,"lekin, filet mignon cocktail hour mem bhut achchhaa nhiim thaa jo free appetizers ke achchhe non-sushi selection mem thaa।",4,"['cocktail hour', 'filet mignon', 'non-sushi selection', 'appetizers']","['positive', 'negative', 'positive', 'positive']"
11351725#582163#3,yh hmaare 2 courses ko served krne ke lie 1/2 hours letaa hai।,2,"['courses', 'served']","['neutral', 'negative']"
11359764#1373169#1,kisne khaa ki vhm~ jaao jb day mem place quite rhtaa hai?,1,['place'],['neutral']
35698351#821341#1,Size ke kaarण peak times mem thoड़aa busy ho skte haim।,1,['Size'],['negative']
11351360#1704700#0,"maim jury duty pr thaa, maimne lunch break pr bike ko Centre Street ke road pr bhgaayaa aur is great place pr awesome chicken tacos aur Hibiscus lemonade ke saath aayaa।",3,"['chicken tacos', 'Hibiscus lemonade', 'place']","['positive', 'positive', 'positive']"
32894791#1611374#1,Day ke dauraan shopping ke baad hang out ke lie achchhaa place yaa simple soup piine ke lie yaa ek glass of wine ke saath khaane ke lie classic french dish thiik hai।,4,"['place', 'soup', 'french dish', 'glass of wine']","['positive', 'neutral', 'neutral', 'neutral']"
36072604#1106889#4,bhut achchhaa touch jo place ko leke bhut fit hotaa hai।,1,['place'],['positive']
11350033#1264371#2,"jbki, bs kuchh outdoors hone kii vjh se kaaphii great landscaping, casual drink ko enjoy krnaa jo is place ko worthwhile bnaataa hai।",3,"['casual drink', 'outdoors', 'place']","['positive', 'positive', 'positive']"
11567247#1415594#1,hm dance floor pr close proximity mem turmt baithe the।,1,['dance floor'],['neutral']
11351521#768768#2,"ydi aap yhm~ aise pre-show meal mem haim, cab mem alg se 10 minutes leke uptown location jaaie।",1,['pre-show meal'],['neutral']
11350033#1264371#5,achchhe mix of people mem twenties kii bढ़t thii jo bshrte ek bड़e eye ke bढ़t ke lie eye-candy mere paas ek shaandaar thaa।,0,[],[]
11651065#413029#1,"Fried foods ke baare mem comments shii hai (below) lekin any dishes, lamb entree aur kii salads (avocado shrimp) bilkul achchhaa thaa।",4,"['Fried foods', 'dishes', 'lamb entree', 'salads (avocado shrimp)']","['negative', 'positive', 'positive', 'positive']"
11349445#757796#4,Cold night mem close friend ke saath yaa ek achchhe book ke saath honaa achchhaa hai।,0,[],[]
11351816#1162694#2,"dhiimii service, lekin jb aap aas-paas 10 yaa 20 ke groups ke saath hanging kr rhe haim jo vaakii notice krtaa hai।",1,['service'],['negative']
32897564#894393#1,Sauce shaandaar (bhut taaज़aa) hone ke saath dabs of real mozzarella hai।,2,"['dabs of real mozzarella', 'Sauce']","['neutral', 'positive']"
11349845#1188496#2,"kbhii preshaan naa hom - Drinks bekaar the, lekin jo people vhm~ kaam krte the unhone vaakii yh dining experience bekaar kr diyaa thaa।",3,"['Drinks', 'people', 'dining']","['negative', 'negative', 'negative']"
33070305#1312437#5,"Room thoड़aa saadaa hai, lekin yh kuchh aisaa exciting place bnaane mem difficult hai aur maim ise ek reasion kii trh dekhne ke lie suggest nhiim kroomgaa।",2,"['Room', 'place']","['negative', 'negative']"
11359619#487952#7,"Appetizer ke lie ek, unke calamari ek winner hai।",2,"['Appetizer', 'calamari']","['neutral', 'positive']"
32464595#574909#1,Satay Washington ke un favorite haunts mem se ek hai jhm service aur food hmeshaa money ke saath hotaa hai।,2,"['service', 'food']","['positive', 'positive']"
11349536#778388#2,Dinner ke baad maimne music playing sunaa aur jaanaa ki niiche ek lounge hai।,3,"['Dinner', 'music', 'lounge']","['neutral', 'neutral', 'neutral']"
32408649#945413#1,"lekin ab vh ek ne ownership ke mdr aur renovated kiyaa gyaa hai, yh great dikhtaa hai।",0,[],[]
35816071#637243#3,"Room aakrshk,  bi-level space aur drink ke lie bhut achchhe long bar hai। ",4,"['Room', 'bi-level space', 'long bar', 'drink']","['positive', 'positive', 'positive', 'neutral']"
35390182#756337#2,ab hm state se baahr aa ge haim aur NYC kaa hr visit ke stop ko joड़taa hai।,0,[],[]
35714274#1076679#1,vo ek exorbitant prices mem mediocre food ke saath kaise survive kr skte haim।,2,"['food', 'prices']","['neutral', 'negative']"
11351725#582163#2,Food mediocre aur service bhut hii dhiimii hai। ,2,"['service', 'Food']","['negative', 'neutral']"
33060905#1138585#4,maimne yhaa alg-alg occasion pr khaayaa hai - food ke lie prices mediocre hai।,2,"['food', 'prices']","['neutral', 'negative']"
35695422#1464305#5,maim jldii vaaps jaane ke lie dekh rhaa hoom~ aur eventually menu mem sbkuchh lene ke lie koshish kr rhaa hoom~।,1,['menu'],['positive']
36220672#1714981#0,maimne is place pr apnaa first visit kiyaa aur vaaps jaane ke lie wait nhiim kiyaa aur dhiire se menu ke lie work kiyaa।,1,['menu'],['neutral']
33068909#1189415#4,maimne baar-baar poochhaa ki meal kaa status kyaa thaa aur waiter thoड़aa grunted aur unbelievably rude thaa।,2,"['waiter', 'meal']","['negative', 'neutral']"
33067279#1612676#0,mujhe aaj brunch ke lie rokaa gyaa thaa aur vegan cranberry pancakes aur thoड़aa rice milk khaayaa thaa।,3,"['brunch', 'vegan cranberry pancakes', 'rice milk']","['neutral', 'neutral', 'neutral']"
33059931#926509#3,"Weekends crowded nhiim ho sktaa, lekin phir bhii recommended kiyaa gyaa।",0,[],[]
33061445#591371#2,yh bhut crowded hotaa hai islie maim suggest krtaa hoom~ ki aap jldii paate haim।,0,[],[]
35709451#1061726#3,Sweet Irish bartender hmeshaa khush aur mere friends ke face pr ek smile laane ke laayk hai।,1,['bartender'],['positive']
15069510#648179#5,maim hmeshaa apne ko theater industry mem kisii ke bgl mem baithaa paataa hoom~- sunne mem interesting ideas lgtaa hai jbki khaane mem quick bite lgtaa hai। ,0,[],[]
11350390#802808#3,"maim apnii life mem food ko saamne se kbhii vaaps nhiim bhejaa, lekin maim simply bhejnaa pड़aa, aur waiter ne mujhse is pr argue kiyaa।",2,"['food', 'waiter']","['negative', 'negative']"
11482070#503858#3,"bhle hii restaurants khud mem achchhaa hai, maim food ke lie jaanaa prefer nhiim krtaa hoom~।",1,['food'],['negative']
2766,"Food svaadisht hai - specials se regular menu-fare tk, dishes ne kbhii disappoint nhiim kiye haim।",4,"['Food', 'dishes', 'specials', 'regular menu-fare']","['positive', 'positive', 'positive', 'positive']"
134,Food quickly aur efficiently taiyaar kiyaa gyaa hai।,1,['Food'],['positive']
942,Prices wonderfully triike se km haim।,1,['Prices'],['positive']
53,"Bar food kii tulnaa mem saamaany se bhut adhik, apne hand-crafted beers ke sample lete hue menu ko enjoy krne ke lie vhm jaaem।",3,"['Bar food', 'menu', 'hand-crafted beers']","['positive', 'positive', 'positive']"
487,Pickles ek shaandaar addition thaa।,1,['Pickles'],['positive']
1191,Chef aur waitress kaa knowledge average se km hai।,2,"['Chef', 'waitress']","['negative', 'negative']"
612,Drink ke lie bhut great place hai kyomki unke paas 100 kinds of beer haim।,2,"['kinds of beer', 'Drink']","['positive', 'neutral']"
1630,"Anti-pasta excellent thaa, especially calamari, jaisaa ki filling pasta mains the। ",3,"['Anti-pasta', 'calamari', 'filling pasta mains']","['positive', 'positive', 'positive']"
3102,Drinks amazing hai aur 8pm tk aadhaa khtm ho gyaa।,1,['Drinks'],['positive']
1973,"kul milaakr price tag bhut bhut expensive thaa, jo maimne expect kiyaa thaa।",1,['price tag'],['negative']
2479,hmne Bread Bar mem January restaurant week mem dauraa kiyaa aur menu selections v service se bhut khush the।,2,"['menu selections', 'service']","['positive', 'positive']"
2512,"achchhaa music, bढ़iyaa food, speedy service sstii prices.",4,"['music', 'food', 'service', 'prices']","['positive', 'positive', 'positive', 'positive']"
1749,"thoड़aa saa wait, lekin merii expectation se km thaa।",1,['wait'],['conflict']
3441,Lobster sandwich $24 kaa hai aur haalmki yh achchhaa thaa lekin yh uske price ke anusaar warrant nhiim thaa।,2,"['Lobster sandwich', 'price']","['conflict', 'negative']"
3260,ho sktaa hai ki owner ke chehre pr always smile ho aur aapko warmly greet kregaa।,1,['owner'],['positive']
2128,ise sushi aur service ke shaandaar value ke lie atydhik recommend kiyaa gyaa।,3,"['sushi', 'service', 'value']","['positive', 'positive', 'positive']"
2835,yh place ek group dvaaraa served kie jaane se itnaa better hogaa ki vaastv mem customer service ko smjhaa jaa skegaa।,2,"['service', 'served']","['negative', 'negative']"
1672,Food kmaal hai - pkkaa striped bass aaज़maayaa hai।,2,"['Food', 'striped bass']","['positive', 'positive']"
2413,Fast food joints aur order ke lie ek excellent alternative hai lekin food thoड़aa disappointing hai।,2,"['Fast food', 'food']","['negative', 'negative']"
3435,Mermaid Inn ek really achchhe seafood ke saath ek achchhe restaurant haim।,1,['seafood'],['positive']
914,maim corner aas-paas work krtaa hoom~ aur first time colleague ke saath try kiyaa।,0,[],[]
2695,maim yhm apne boyfriend aur ek another couple ke saath gyii thii।,0,[],[]
1644,all you can eat deal yhm~ truly amazing hai।,1,['all you can eat deal'],['positive']
3572,"Immediately paid krne ke baad, waiter ne money liyaa aur khaa, okay, you guys yhm~ se baahr ho jaao।",1,['waiter'],['negative']
3682,"Wait staff bhut freindly hai, ve aisaa feel kraate haim ki aap ek freindly little european town mem khaanaa khaa rhe haim।",1,['Wait staff'],['positive']
1035,thod़aa overpriced hai lekin ek bite lene ke baad worth lgtaa hai।,0,[],[]
1339,Weekday lunch ke lie late se gyaa।,1,['lunch'],['neutral']
3649,Bartender bar mem khud ko friends se door krne mem unable thaa।,2,"['Bartender', 'bar']","['negative', 'neutral']"
1174,"haalmki place thod़ii adhik aur eye catching aur roomier ho sktii haim, yh asl mem matter nhiim krtaa hai।",1,['place'],['conflict']
3474,"aap barely dekh skte haim ki aap kiske saath haim, mind kie binaa conversation krem।",0,[],[]
2818,maim Cafe St. Bart's mem frist time aayii aur mujhe khnaa hogaa ki food kitnii svaadisht aur service kmaal kii thii।,2,"['food', 'service']","['positive', 'positive']"
1005,Manhattan mem~ mere favorite places mem se ek hai।,0,[],[]
1856,jb hm phumche to nice glass of Sangria kaa wait kr rhe the।,1,['glass of Sangria'],['positive']
3318,maim table by the window ke lie highly recommand kroomgaa।,1,['table by the window'],['positive']
401,"Service, jbki, ek garden mem ek bright flower thaa।",1,['Service'],['positive']
2944,hm three times Grocery ke lie ge haim aur menu mem ek bhii item disappoint krne vaalaa nhiim thaa।,1,['menu'],['positive']
3298,"Food bhii bhut achchhaa hai, lekin adhiktr part, yh bs kevl regular food hai, kuchh special nhiim।",2,"['Food', 'food']","['positive', 'neutral']"
3658,"hmne back patio mem khaayaa, jo ki iske lie cool hone ke saath hii worth hai aur vhm~ music achchhaa sunaaii detaa hai।",2,"['back patio', 'music']","['positive', 'positive']"
3536,Lunch special poorii ek steal kii hai।,1,['Lunch special'],['positive']
91,maim back jaaoomgaa aur ise heartily recommend kroomgaa!,0,[],[]
811,"Place drasl empty thaa, lekin aisaa islie thaa kyomki yh ab tk kaa first Sunday thaa jb ise open kiyaa gyaa thaa।",1,['Place'],['negative']
2239,is little place ne mere expectations ko definitely bढ़aa diyaa hai aur aapko aapke money ke bdle pkkaa bhut saaraa food milegaa।,3,"['food', 'money', 'place']","['positive', 'positive', 'conflict']"
3236,aap sense aaegaa ki vhm ke people apne restaurant aur aapke experience ke baare mem care krte haim aur yh bhut nice hai।,1,['people'],['positive']
1606,"donom delicious haim, cooks friendly haim aur ek moment ke lie aapse baat krte hue aur apnaa hand shake ke lie taiyaar hai।",1,['cooks'],['positive']
300,mere friend ne unke kuchh achchhe sushi rolls ko order kiyaa jiskaa presentation shaandaar aur taste kmaal kaa thaa!,1,['sushi rolls'],['positive']
1098,maim do baar Roth's mem gyaa aur donom times bhut disappointing thaa।,0,[],[]
2173,1st Ave spot jaane ke lie worth hai kyomki yh original store hai।,0,[],[]
391,"maim do shukrvaar phle is second floor pr walk-up ke lie stumble ho gyaa, jb apne do friends ke saath L.A. mem thaa। serious sushi lovers hone ke kaarण hm sushi bar mem action ke lie kriib baithe।",2,"['sushi', 'sushi bar']","['neutral', 'neutral']"
263,"Raga's ek premyukt, aaraamdaayk restaurant hai।",0,[],[]
2384,yhm~ ke fried rice kmaal ke hai।,1,['fried rice'],['positive']
2962,"tiin courses - choices ke saath excellent mussels, puff pastry goat cheese aur salad with a delicious dressing, aur ek hanger steak au poivre bhii include krtaa hai jo is world se alg hai।",5,"['mussels', 'puff pastry goat cheese', 'salad with a delicious dressing', 'hanger steak au poivre', 'courses']","['positive', 'positive', 'positive', 'positive', 'neutral']"
3404,yh amazing indian food khaane ke lie ek perfect place hai।,1,['indian food'],['positive']
2599,Place bhut shaandaar aur service bhii prompt aur curtious hai।,2,"['service', 'Place']","['positive', 'positive']"
648,I just wonder ki aap itne little money mem itnaa svaadisht meal kaise khaa skte haim?,2,"['meal', 'money']","['positive', 'positive']"
863,Food delicious thaa lekin yhm~ khaalii stomach n aayem।,1,['Food'],['conflict']
1623,Wine list bhut shaandaar hai।,1,['Wine list'],['positive']
2177,itnaa garantuan hai ki aap ise toaster mem fit nhiim kr skte haim।,0,[],[]
430,"maim phle Manhattan ke kii Thai restaurants mem gyaa hoom~, aur Toons ab tk kaa sbse achchhaa Thai food thaa (merii mm~ ke course ko chhod़kr)।",1,['Thai food'],['positive']
1101,ve mujhe ek aur glass of wine kii peshksh krne se phle apnaa glass finish nhiim krne demge।,1,['glass of wine'],['neutral']
1823,maim Sophia pizza ko atydhik recommend krtaa hoom~।,0,[],[]
2783,yh great place lgaataar lunch yaa dinner krne ke lie abtk dine rhaa hai।,3,"['lunch', 'dinner', 'dine']","['neutral', 'neutral', 'positive']"
2983,"achchhaa atmosphere, service bhut shaandaar thii aur desert achchhaa thaa.",3,"['atmosphere', 'service', 'desert']","['positive', 'positive', 'positive']"
627,"vaastv mem, bar mem  enjoy krne ke baad hm ek table pr baith ge aur dinner kiyaa।",3,"['bar', 'table', 'dinner']","['positive', 'neutral', 'neutral']"
3219,"shaandaar service, kmaal kaa food, aur ek mjedaar atmosphere aur environment.",4,"['service', 'food', 'atmosphere', 'environment']","['positive', 'positive', 'positive', 'positive']"
2934,"Not what, jo maim sunnaa chaahtaa hoom~। ",0,[],[]
2787,Lasagnette appetizer ko aaज़maaem~।,1,['Lasagnette appetizer'],['positive']
825,"Pricey hai, lekin km se km ek baar try krnaa worth hai।",0,[],[]
197,"maim vhm~ pr kuchh times rhaa hoom~,aur maim usually kuchh pretty odd people ke bgl mem baithtaa rhaa hoom~।",0,[],[]
604,mujhe beer selection psmd aayaa!,1,['beer selection'],['positive']
2911,"achchhe food, achchhe size kaa menu, achchhii service aur ek behtriin setting.",4,"['food', 'menu', 'service', 'setting']","['positive', 'positive', 'positive', 'positive']"
3074,yhm~ ek romantic dinner ke lie jaaie lekin ek wow dining experience ke lie bilkul nhiim।,2,"['dinner', 'dining']","['positive', 'positive']"
1479,vaaps jaane ke lie wait nhiim kr sktaa।,0,[],[]
2925,Menu bhut limited hai- mujhe lgtaa hai ki hmne 4 yaa 5 entrees ko gin liyaa।,2,"['Menu', 'entrees']","['negative', 'negative']"
495,"ydi aap ek carnivore haim,to come hungry aur aap phle se adhik satisfied hokr jaaem~ge।",0,[],[]
3436,Menu limited hai lekin lgbhg sbhii dishes uttm hai।,2,"['Menu', 'dishes']","['negative', 'positive']"
3273,apne sake martini ko lekr jyaadaa crazy nhiim hoom~।,1,['sake martini'],['negative']
1215,"achchhe bagels, spreads aur hang out ke lie ek achchhii jgh hai।",2,"['bagels', 'spreads']","['positive', 'positive']"
183,"Service prtidin bdltii hai, kbhii ve very nice hotii haim, aur kbhii nhiim।",1,['Service'],['conflict']
3207,hm hmeshaa delicious meal khaate haim aur hmeshaa satisfied feel krte haim।,1,['meal'],['positive']
