id,sentence,#aspect terms,aspect_term,at_polarity
896:1,mere paas 3 years ke lie meraa PC laptop thaa aur MacBook Pro ke lie jaanaa aisaa hai jaise maimne smy ke saath chhlmg lgaa dii।,0,[],[]
269:1,"Start up pr yh endless questions poochhtaa hai, taaki itune aapko uske adhik product sell kr ske।",2,"['Start up', 'itune']","['negative', 'negative']"
35:09:00,ek Mini lene kaa kaaphii jyaagaa sense bntaa hai।,0,[],[]
332:1,"maim bhut long time se Pc user hoom, lekin maim is ne OS kaa used to ho jaaumgaa।",1,['OS'],['neutral']
869:1,aisaa kuchh nhiim jise aap miss out krnaa chaahte haim।,0,[],[]
797:28:00,"ek aur baat, yh mac restore disks ke saath nhiim aataa hai aur maim sure nhiim hoom ki agr aap unhem mac se direct kr skte haim jaise aap ne PC ke saath kr skte haim, charging cables bhii iphone / iPod touch kii trh hii cheap material se bne hote haim। ",3,"['restore disks', 'charging cables', 'material']","['negative', 'negative', 'negative']"
300:1,maimne ise apne son ke lie buy kiyaa jo ise graphic design ke lie use krtaa hai।,1,['graphic design'],['neutral']
320:1,maimne phle ek older Dell laptop own kiyaa thaa jo lgbhg 5 yaa 6 years baad died ho gyaa।,0,[],[]
964:1,yh kaaphii decent computer hai।,0,[],[]
34:12:00,maimne us iMac ke saath kisii bhii external mics ko try nhiim kiyaa।,1,['external mics'],['neutral']
580:1,New os mere macbook pro pr bdh़iyaa hai।,1,['os'],['positive']
478:1,yh fast thaa aur yh different thaa।,0,[],[]
1027:1,"mujhe small screen mem adjust krne mem thod़ii problem huii, lekin jb tk mujhe apne glasses le jaanaa yaad hai, fine work krtaa hai।",1,['screen'],['conflict']
647:1,maimne apnaa first Mac purchase kiyaa aur maim glad hoom ki maimne kiyaa।,0,[],[]
705:1,mujhe experience hai koii problems nhiim hotaa hai jaisii ummiid kii gii thii work krtaa hai।,1,['work'],['positive']
873:1,System bd़iyaa run kr rhaa hai।,1,['System'],['positive']
633:1,Customize setting  easy hai aur yhm tk ki create your own bookmarks.,2,"['Customize setting', 'create your own bookmarks']","['positive', 'positive']"
276:1,unhomne really mem is pr ek screwed daalaa hai।,0,[],[]
105:1,"MAC Mini, wireless keyboard / mouse aur ek HDMI cable, mujhe kuchh real work krne kii aavshyktaa hai।",2,"['wireless keyboard / mouse', 'HDMI cable']","['neutral', 'neutral']"
89:1,"maimne mt mem trigger pull kiyaa aur maim Mac mini kaa use krke apne computer task ko bhut enjoy kr rhaa hoom, isse maim khush hoom !!!",0,[],[]
1076:1,"ismem ve sbhii features haim jinkii hmem ummiid thii aur price achchhaa thaa, ab tk achchhaa work kr rhaa hai।",3,"['features', 'price', 'work']","['positive', 'positive', 'positive']"
112:1,maim ek designer aur coder ke roop mem work krtaa hoom aur mujhe gaming ke lie nhiim blki work krne ke lie buddy kii need hai।,1,['gaming'],['neutral']
832:17:00,mujhe btaayaa gyaa thaa ki yh ek multi - component failure hai।,0,[],[]
453:1,New operating system is computer ko super iPad mem bnaataa hai।,1,['operating system'],['positive']
733:1,maim apne first Mac se bhut happy hoom।,0,[],[]
179:1,Set up krne aur chlaane ke lie easy hai।,1,['Set up'],['positive']
900:1,maim believe nhiim kr sktaa ki hard drive kitnii quiet hai aur yh kitnii jldii boots up hotii hai।,2,"['hard drive', 'boots up']","['positive', 'positive']"
01:26,ekmaatr issue tb aayaa jb maimne mac ko scanning krne kaa try kiyaa।,1,['scanning'],['negative']
874:1,Machine speedy aur efficient hai।,0,[],[]
993:1,mujhe lgtaa hai ki yh is price point ke close kisii bhii chiij ke roop mem achchhaa hai।,1,['price point'],['neutral']
122:1,"mere 13"" 2006 macbook se ek * bd़aa * upgrade hai।",0,[],[]
945:1,yh vhii hai jo hm dhoomdh rhe the aur yh bhut great work krtaa hai।,1,['work'],['positive']
542:1,Mac hone se certainly life easy ho jaataa hai।,0,[],[]
709:1,yh bhut quick aur responsive hai ki yh computer pr working / surfing ko bhut adhik pleasurable bnaataa hai!,2,"['working', 'surfing']","['positive', 'positive']"
771:1,Old unibody macbook pro thod़ii der baad ek egg fry kr sktii thii।,0,[],[]
87:1,"yh fine work krtaa hai, aur sbhii software bhut achchhii trh se run krte smjh mem aatem haim।",2,"['work', 'software']","['positive', 'positive']"
984:1,"is purpose ke lie, yh bhut great hai।",0,[],[]
600:1,adhik ke lie nhiim khaa jaa sktaa hai!,0,[],[]
0:1,"maim is computer kaa use word processing, web browsing, kuchh gaming, ke lie kr rhaa hoom aur maim programming learn kr rhaa hoom।",4,"['word processing', 'web browsing', 'gaming', 'programming']","['neutral', 'neutral', 'neutral', 'neutral']"
91:1,"yh nishchit roop se krtaa hai, lekin aap Mac ke kisii bhii complain ke baare mem apne friends se shaayd hii kbhii sunte haim।",0,[],[]
477:1,"merii wife box open krne ke lie bhut excited thii, lekin jldii hii yh dekhne mem aayaa ki yh vaise function nhiim kr rhaa jaisaa ise krnaa chaahie।",1,['function'],['negative']
794:57:00,mere paas share krne ke lie koii technical pearls nhiim hai।,0,[],[]
383:1,"maim ek aisaa computer chaahtaa thaa, jo kaaphii fast ho, aur kul milaakr jiskaa performance great ho।",1,['performance'],['neutral']
160:19:00,"Apple ""Help"" ek mixed bag hai।",1,"['Apple ""Help""']",['negative']
358:1,kul milaakr maim kh sktaa hoom ki maim impressed hoom।,0,[],[]
268:1,yh achaank se work nhiim kr sktaa।,1,['work'],['negative']
508:1,isne vo sb kiyaa jo hmne expect kiyaa thaa।,0,[],[]
279:0,"Hard drive khraab condition mem thaa, ise replace krnaa pd़aa।",1,['Hard drive'],['negative']
200:1,Rear corner mem on/off switch thod़aa obscre hai।,1,['on/off switch'],['negative']
46:33:00,,0,[],[]
28:1,meraa ekmaatr complaint hai ki jo mac mini ke saath aataa hai usmem poorii trh se instructions kii kmii hai।,1,['instructions'],['negative']
2:1,"ekmaatr task jiske lie yh computer pryaapt nhiim hogaa gaming hogaa, anythaa integrated Intel 4000 graphics any task ke lie achchhii trh se work krtaa hai।",2,"['gaming', 'integrated Intel 4000 graphics']","['negative', 'conflict']"
919:1,yh macbook pro hai aur iske baare mem koii discussion nhiim।,0,[],[]
231:1,maim hope kr rhaa hoom~ ki baakii features apple kii signature quality vaalii hogii।,1,['features'],['conflict']
923:1,"maim iskaa use jyaadaatr content creation (Audio, video, photo editing) aur yh reliable hai।",4,"['content creation', 'Audio', 'video', 'photo editing']","['positive', 'positive', 'positive', 'positive']"
59:1,yh Mac ke chaarom or best hai।,0,[],[]
462:8,Screen bright aur gorgeous hai।,1,['Screen'],['positive']
102:1,yh portable aur reliable bhii hai।,0,[],[]
382:15:00,"iskaa ek hii solution hai ki brightness ko down kiyaa jaae, aadi।",1,['brightness'],['neutral']
789:17:00,New laptop jaisaa achchhaa aur use kiyaa huaa purchase krnaa easy decision nhiim hai lekin maim bhut satisfy hoom।,0,[],[]
227,"ydi aap macs ke baare mem adhik information chaahte haim, to meraa suggest krtaa hoom ki aap Apple.com pr jaaem aur applications ke baare mem adhik information ke lie macbook page kii or bdh़em।",1,['applications'],['neutral']
670:1,yh sbhii Apple products ke roop mem ek friendly use ke saath robust hai।,1,['use'],['positive']
920:1,"yhm tk ki agr aap business nhiim krte haim, to thiik hai, yh incredibly fast hai।",0,[],[]
880:1,yh fast aur use krne mem easy hai,1,['use'],['positive']
1066:04:00,yh poorii trh se annoying thaa।,0,[],[]
745:1,aur fact yh hai ki yh ek i5 processor ke saath aataa hai nishchit roop se chiijom ko speed detaa hai,1,['i5 processor'],['positive']
261:2,lekin aap mem se un logom ke lie jinke paas mac nhiim hai aur abhii bhii PC pr haim yh mac ke door pr ek achchhaa foot hai।,0,[],[]
889:1,mere paas years se PC hai lekin yh computer intuitive hai aur iskii built in features ek great help haim।,1,['built in features'],['positive']
980:1,aur ye aasaanii se mere briefcase mem fit ho jaataa hai।,0,[],[]
1094:1,"Nice screen, keyboard bdh़iyaa kaam krtaa hai।",2,"['screen', 'keyboard']","['positive', 'positive']"
1067:5,220.00 ke lie ab bhii bad nhiim hai।,0,[],[]
575:1,maim amazed thaa ki delivery kitnii fast thii।,1,['delivery'],['positive']
373:0,Fast aur achchhaa computer hai।,0,[],[]
165:1,maimne ismem additional SSD aur 16Gb RAM install kiyaa hai।,2,"['SSD', '16Gb RAM']","['neutral', 'neutral']"
972:1,Memory chlii gii thii aur yh use hone mem able nhiim thaa।,1,['Memory'],['negative']
505:1,yh thod़aa bhut fire hotaa hai aur chltaa hai।,0,[],[]
796:1,yh bhut achchhaa work krtaa hai aur maim bhut happy hoom ki maimne ise buy kiyaa।,1,['work'],['positive']
275:1,mujhe yh khkr start krne dem ki maim laptop pr itnaa money spend krne ke lie highly reluctant thaa।,0,[],[]
1138:1,"mujhe keyboard, bhut saare ports ke saath design aur use mem ease psmd hai।",3,"['design', 'keyboard', 'ports']","['positive', 'positive', 'positive']"
230:1,"Apple mini ke saath apne name pr jii rhaa hai aur, hmaarii needs ke lie, yh perfect hai।",0,[],[]
322:1,yh definitely mere old mac ko beat krtaa hai aur service great thii।,1,['service'],['positive']
206:1,maim ek Macbook se is Mac Mini mem gyaa aur yh ek great upgrade thaa!,0,[],[]
16:2,Safari browser ke saath Web browsing bhut tej hai।,2,"['Web browsing', 'Safari browser']","['positive', 'positive']"
665:1,yh ek better decision nhiim ho sktaa thaa।,0,[],[]
481:1,mujhe night mem lighted screen psmd hai।,1,['lighted screen'],['positive']
23:1,Living room mem ek solid Mac honaa bhut achchhaa hai।,0,[],[]
948:1,ise use krnaa vaastv mem easy hai aur yh start up mem quick hai।,2,"['use', 'start up']","['positive', 'positive']"
307:1,maim crashes aur slow operation aur restarts ke saath rhaa hoom।,1,['operation'],['negative']
793:12:00,bhut light hai aur aasaanii se mil jaane vaalaa hai।,0,[],[]
34:19:00,USB3 Peripherals ThunderBolt kii tulnaa mem noticeably km khrchiilaa hai।,2,"['USB3 Peripherals', 'ThunderBolt']","['positive', 'negative']"
1065:42:00,yh phlii baar mem annoying ho sktaa hai lekin aapko abhii tk start nhiim krne ke lie khud ko train krnaa hogaa।,0,[],[]
842:1,"aur meraa break ho gyaa thaa, lekin maimne ise warranty ke tht send kr diyaa thaa koii problems nhiim hai।",1,['warranty'],['positive']
471:1,maim apne purchase se happy nhiim hoom।,0,[],[]
894:1,"yh  fast, light aur media editing ke lie perfect hai, jo ki jyaadaatr islie maimne ise first place mem buy kiyaa thaa।",1,['media editing'],['positive']
828:1,"haalmki, machine ne khud ko desire hone ke lie thod़aa chhod़ diyaa।",0,[],[]
391:1,"jaisaa advertise (15-20 minutes denaa yaa lenaa) kiyaa gyaa thaa battery chltii hai, aur entire user experience bhut elegant hai।",2,"['battery', 'user experience']","['positive', 'positive']"
680:1,maimne months apne lie ek good laptop kii tlaash mem spend kie aur maimne aakhirkaar ise found kiyaa!,0,[],[]
799:06:00,$999.00 Tax free.,0,[],[]
949:1,Fast shipment aur great price ke lie dhnyvaad।,2,"['shipment', 'price']","['positive', 'positive']"
824:1,"!Excelent performance hai, usability, presentation aur time response.",4,"['performance', 'usability', 'presentation', 'time response']","['positive', 'positive', 'positive', 'positive']"
999:1,Space restrictions ke kaarण smaller size ek bonus thaa।,1,['size'],['positive']
34:10:00,maim Mac OS ko blame krtaa hoom।,1,['Mac OS'],['negative']
799:04:00,"lekin abhii ke lie, yh laptop abhii bhii ek workhorse hai।",0,[],[]
456:1,"vaastv mem maim abhii bhii bhut saare Legacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc) kaa use krtaa hoom~!",5,"['Legacy programs', 'Appleworks', 'FileMaker Pro', 'Quicken', 'Photoshop']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
450:1,"yh small lekin powerful hai, light lekin strong hai, elegant aur beautiful hai ... smkshep mem: yh ek Mac hai!",0,[],[]
708:1,mujhe operating system psmd hai।,1,['operating system'],['positive']
788:56:00,maim wish krtaa hoom ki maimne solom phle plunge le liyaa hotaa।,0,[],[]
376:1,mujhe form factor psmd hai।,1,['form factor'],['positive']
806:1,maimne detailed technical review likhne ke lie product kaa pryaapt use nhiim kiyaa hai।,0,[],[]
201:1,yh loading the internet mem tej़ hai।,1,['loading the internet'],['positive']
763:1,Looking bhut jyaadaa faster aur sleeker hai।,1,['Looking'],['positive']
795:43:00,maim long time ke lie apne MacBook Pro kaa use krne kaa plan bnaa rhaa hoom।,0,[],[]
962:1,"Unfortunately, yh XP run krtaa hai aur Microsoft next April se support drop kr rhaa hai।",2,"['XP', 'support']","['neutral', 'negative']"
375:1,"Movies mem dekhaa gyaa hai, sitcoms, prominent important people unhem carry aur use krte haim aur ve bdh़iyaa haim!",0,[],[]
281:1,"sbse phle, maim vaastv mem apne MBP ko psmd krtaa hoom ... ek baar OS kaa used to ho jaane pr yh bhut easy ho jaataa hai, aur overall build great hai ... udaahrण ke lie keyboard pr type krne ke lie best hai।",3,"['OS', 'overall build', 'keyboard']","['positive', 'positive', 'positive']"
1108:1,Exactly vhii krtaa hai jiske lie maimne ise buy kiyaa thaa।,0,[],[]
99:1,Mac Mini buy krem yh ek terribly bdh़iyaa machine hai।,0,[],[]
926:1,yh solid construction se bnaa hai aur chooki mere paas kbhii Mac nhiim rhaa hai apnaa iPhone use kr rhaa hoom jisse system ke lie used to hone mem thod़ii help milii।,2,"['construction', 'system']","['positive', 'neutral']"
673:1,"mujhe equipment kaa yh piece psmd hai, MacBook Pro kaa use krne ke baad any type ke laptop pr vaaps jaanaa hard hogaa।",0,[],[]
829:1,Unibody construction bhut bdh़iyaa hai।,1,['Unibody construction'],['positive']
473:1,Apple se bhut disappoint hoom।,0,[],[]
318:1,"yh Macbook Pro fast, powerful hai, aur runs super quiet aur cool hai।",1,['runs'],['positive']
36:32:00,"*** Review below ab relevant nhiim hai, Apple ne is issue ko fix kr diyaa hai।",0,[],[]
810:37:00,"yh thiik hai, lekin ek disk drive nhiim hai, jise maim ise buy krne ke baad tk nhiim jaantaa thaa।",1,['disk drive'],['neutral']
42:03:00,"koii HDMI receptacle nhiim hai, n hii device pr khiim bhii SD card slot located hai।",2,"['HDMI receptacle', 'SD card slot']","['neutral', 'neutral']"
800:1,yh vaastv mem any computers ke compare mem bhut light hai।,0,[],[]
758:1,yh brand new mem aayaa aur bhut achchhe se work krtaa hai।,1,['work'],['positive']
798:23:00,yh machine Amazing hai।,0,[],[]
355:1,"aisaa nhiim honaa chaahie, mere paas koii design app open yaa kuchh bhii nhiim hai।",1,['design app'],['neutral']
335:0,meraa TRACKPAD WORK nhiim kr rhaa hai।,1,['TRACKPAD'],['negative']
787:06:00,maim bs hope krtaa hoom ki yh expensive laptop mere friends kii trh kaa dead n ho ...yh khraab hone se thod़aa phle 5 good years tk chlaa thaa।,0,[],[]
674:1,doosre computer ko consider krte hue question se baahr honaa chaahie,0,[],[]
706:1,yh ek flawless finish ke saath solid looks aur feels hotaa hai।,3,"['finish', 'looks', 'feels']","['positive', 'positive', 'positive']"
697:13:00,yh ek-ek Penny ke laayk hai।,0,[],[]
671:1,jb maim is product ko buy krtaa hoom to PC pr show kie jaane vaale price kii tulnaa mem MAC pr buy kie jaane pr price high hotaa hai।,2,"['price', 'price']","['negative', 'positive']"
799:00:00,Decked out MacBook Pro ke lie yh ek great deal thaa,0,[],[]
460:1,tb system kii baar forced power-off ke binaa power down nhiim kregaa।,2,"['system', 'power down']","['negative', 'negative']"
985:1,"iske bjaay ise lem, aapko sorry mhsoos nhiim hogaa।",0,[],[]
798:03:00,Configuration merii needs ke lie perfect hai।,1,['Configuration'],['positive']
1171:1,aur ab tk ke worst speakers haim। ,1,['speakers'],['negative']
791:00:00,mujhe lgtaa hai ki yh lgbhg 16 hundred bucks thaa jb maimne check kiyaa thaa।,0,[],[]
515:1,"yh best hai, isne looks paayaa hai, use krne mem super easy hai aur sb psmd hai jo aap trackpad ke saath kr skte haim!",3,"['looks', 'use', 'trackpad']","['positive', 'positive', 'positive']"
12:1,"yh any Mac models ke compare mem fast, quiet, incredibly small aur affordable hai।",0,[],[]
793:38:00,Web surfing smooth aur seamless hai।,1,['Web surfing'],['positive']
798:39:00,mere lie apne new mac ko unwrapp krnaa bhut exciting thaa।,0,[],[]
520:2,maim kul milaakr interface aur is product kii portability se pleased hoom।,2,"['interface', 'portability']","['positive', 'positive']"
496:1,"islie jb mere paas buy krne ke lie money thaa, to maimne iske bjaay any chiijem buy kiim .... ek 700 laptop aur kuchh atirikt stuff.",0,[],[]
952:1,"yh item ek beautiful piece hai, yh achchhii trh se work krtaa hai, ise carry aur handle krnaa aasaan hai।",3,"['work', 'carry', 'handle']","['positive', 'positive', 'positive']"
1135:1,vh haal hii mem retire huii aur usne decide kiyaa ki use ek laptop chaahie।,0,[],[]
394:1,yh hardware (keyboard) ke issues se bhii suffer kr rhaa hai jo ki apekshaakृt slow performance aur shortening battery lifetime thaa।,3,"['performance', 'battery lifetime', 'hardware (keyboard)']","['negative', 'negative', 'negative']"
36:39:00,"maim koii regular customer nhiim hoom, mujhe apnaa time hello aur  maim aapkii help kaise kr sktaa hoom ke saath waste krne se nphrt hai। ",0,[],[]
526:1,"achchhaa run krtaa hai aur job krtaa hai, uske baare mem complaint nhiim kr sktaa!",1,['run'],['positive']
25:1,yh silent hai aur merii desk pr ek bhut small footprint hai।,1,['footprint'],['positive']
947:1,mujhe is new product se koii regret nhiim hai।,0,[],[]
379:1,The exterior poorii trh se gorgeous hai।,1,['exterior'],['positive']
1072:1,khud se liyaa aur yh psmd hai।,0,[],[]
1140:1,"iskaa performance bhut high hai, bs islie mujhe need thii।",1,['performance'],['positive']
49:13:00,yh vishesh roop se disheartening hai jb Apple creative professionals kii choice ke roop mem khud pr pride krtaa hai।,0,[],[]
204:1,Apple is issue se aware hai aur yh yaa to old stock hai yaa intel 4000 graphics chipset se yukt ek defective design hai।,2,"['intel 4000 graphics chipset', 'design']","['neutral', 'neutral']"
405:1,"Stone age mem rhnaa stop kro aur ek mac buy kro, aap bilkul bhii sorry mhsoos nhiim kroge !!",0,[],[]
32:46:00,OSX Mountain Lion jld hii Mavericks mem upgrade krne ko hai।,2,"['OSX Mountain Lion', 'Mavericks']","['neutral', 'neutral']"
548:1,Apple ne yhm ek home run hit kiyaa।,0,[],[]
797:53:00,"maimne abhii new MacBook Pro, 13"" model buy kiyaa, aur maim believe nhiim kr sktaa ki Apple USB ports ke smbmdh mem ek hii mistake kr rhaa hai।",1,['USB ports'],['negative']
596:1,bhut glad hoom maim is route se gyaa। ,0,[],[]
898:3,Lid open krne pr yh ek second se bhii km smy mem wakes krtaa hai।,2,"['Lid', 'wakes']","['neutral', 'positive']"
860:1,yh mere lie perfect size aur speed hai।,2,"['size', 'speed']","['positive', 'positive']"
695:1,maim is laptop kaa bhut addict hoom।,0,[],[]
555:1,CUSTOMER SERVICE TERRIFIC hai।,1,['CUSTOMER SERVICE'],['positive']
1007:1,ek cafe mem writing krte smy jb maimne us pr ek latte spill kiyaa to trash kr diyaa।,0,[],[]
959:1,"meraa last laptop ek 17"" ASUS gaming machine thaa, jo admirably perform krtaa thaa, lekin jb se maimne apnaa desktop built kiyaa hai aur vaastv mem college life mem settle ho gyaa hoom, to maimne paayaa ki maim khud ko smaller aur less cumbersome dikhaanaa chaahtaa thaa, yh mention nhiim krne ke lie ki jb se maimne ise lgbhg 4 years phle buy kiyaa thaa ASUS slowly problems ko develop kr rhaa thaa ।",1,['perform'],['positive']
908:1,"haalm~ki, ismem koii scratches nhiim thii, ZERO battery cycle count huaa (kaaphii surprised hoom), aur sbhii hardware ekdm shii se work kr rhe the।",2,"['battery cycle count', 'hardware']","['positive', 'positive']"
181:1,OS ke saath chaarom or fumbling ke baad maimne ek fix ke lie internet pr searching start kii aur found kiyaa ki issue kii forums pr fix ho rhii hai।,1,['OS'],['negative']
1029:1,maim jyaadaa pleased nhiim ho sktaa।,0,[],[]
790:13:00,aur sbhii fancy finger swipes ke lie - maimne bs give up kr diyaa aur ek mouse attach kr diyaa।,2,"['finger swipes', 'mouse']","['negative', 'neutral']"
447:1,"mujhe big storage, nice aur fast screen ke saath ek laptop kii need thii, taaki maim binaa kisii problem ke photoshop kr skoom।",3,"['storage', 'screen', 'photoshop']","['neutral', 'neutral', 'neutral']"
928:1,mujhe Mac OS pr vaaps aanaa psmd hai lekin mere $ 400 old HP laptop kii tulnaa mem is laptop mem speaker quality lacking hai।,2,"['Mac OS', 'speaker quality']","['positive', 'negative']"
739:1,yh  Acer ultrabook se kaaphii better hai  jo phle mere paas thaa।,0,[],[]
776:1,bhut quickly aur safely shipped kr diyaa।,1,['shipped'],['positive']
35:36:00,maim mt mem computing equipment kaa ek piece own kiyaa jo ki maim nhiim chaahtaa ki ek baseball bat loom aur destroy kr doom।,0,[],[]
796:28:00,Thunderbolt port bhut bdh़iyaa hai।,1,['Thunderbolt port'],['positive']
877:1,"User friendly, fast aur high tech hai yh shaandaar hai।",0,[],[]
691:1,Performance definitely kisii bhii computer se better haim jo maimne kbhii bhii apne haathom se chhooe haim।,1,['Performance'],['positive']
242:1,yh streaming video aur any entertainment uses ke lie bhut achchhaa hai।,2,"['streaming video', 'entertainment uses']","['positive', 'positive']"
797:06:00,Apple ne bdh़iyaa kaam kiyaa hai।,0,[],[]
567:1,mujhe  design aur iske features psmd haim lekin mujhe lgtaa hai ki kuchh improve krne kii need hai।,2,"['design', 'features']","['positive', 'positive']"
507:1,Mac office ke saath small problems thiim।,1,['Mac office'],['negative']
118:1,yh extremely fast aur bhut compact hai।,0,[],[]
579:1,maim smjhtaa hoom ki mujhe kisii bhii  variables ke baare mem Apple Tech Support ko call krnaa chaahie (jo ki is con ko likhne kaa meraa purpose hai) kyomki  variables future kii ek bd़ii problem ho skte haim।,1,['Apple Tech Support'],['neutral']
19:0,"maimne new 27"" Imacs ke spec  se disappoint hone ke baad apnaa 2012 mac mini order kiyaa।",1,['spec'],['negative']
341:1,"yh abhii bhii work krtaa hai aur yh bhut user friendly hai, islie maim ise new computer user ko recommend krumgaa aur un logom ke lie bhii jo chiijom ko krne ke lie adhik efficient way kii tlaash kr rhe haim",1,['work'],['positive']
816:1,"yh fast hai, use krne mem easy hai aur looks great hai।",2,"['use', 'looks']","['positive', 'positive']"
1075:1,(lekin Office purchase kiyaa jaa sktaa hai) agr mujhe kbhii bhii ek laptop kii need hotii hai to maim sure ek aur Toshiba purchase krumgaa!!,1,['Office'],['neutral']
689:1,maim retina display ke saath ise try nhiim kiyaa hai ... shaayd future mem।,1,['retina display'],['neutral']
92:1,aap is marvelous computer ke lgbhg sbhii details wikipedia pr read kr skte haim।,0,[],[]
313:1,"Pro pr performance bhut better hai, khaaskr ydi aap is pr ek SSD install krte haim।",2,"['performance', 'SSD']","['positive', 'positive']"
286:1,"dhyaan dem, haalm~ki, aapke paas existing koii bhii MagSafe accessories, MagSafe 2 connection ke saath work nhiim kregaa।",2,"['MagSafe accessories', 'MagSafe 2 connection']","['neutral', 'negative']"
296:1,"ydi aapko ek lemon miltaa hai (mere paas mere Macs ke two thirds haim), to aapko repairs ke lie kii baar send krnaa hogaa isse phle ki ve ise replace kr dem, bhle hii unke computer ke ek hii version ke saath kii problems hom।",0,[],[]
1074:1,"kevl ek chiij jo mujhe naapsmd hai vh hai touchpad, bhut time tk unresponsive rhtaa hai aur vo krtaa hai jo maim isse chaahtaa bhii nhiim, maim iske saath ek mouse use krne ke lie recommend krumgaa।",2,"['touchpad', 'mouse']","['negative', 'neutral']"
393:0,"hm~, yh super expensive hai।",0,[],[]
202:1,"Mac mini mere old computer se lgbhg 8x smaller hai jo ek bhut bd़aa bonus hai aur bhut quiet run krtaa hai, vaastv mem fans mere old pc se alg audible nhiim haim",2,"['run', 'fans']","['positive', 'positive']"
414:1,"shaayd Mac OS improvement ve product nhiim the, jinhem ve offer krnaa chaahte haim।",1,['Mac OS'],['negative']
645:1,yh us din se phle aayaa thaa jb yh suppose kiyaa gyaa thaa jo ki great hai।,0,[],[]
800:27:00,mujhe lgaa ki transition sbse difficult hogaa aur new Mac ecosystem ke saath khud ko fully familiarize hone mem kuchh time lgegaa।,1,['Mac ecosystem'],['neutral']
533:1,yh bilkul wonderful hai aur price ke laayk hai!,1,['price'],['positive']
800:46:00,mere opinion mem yh ek achchhaa fix hai।,0,[],[]
1131:1,maim products ke use mem ease ke saath please hoom~; box se baahr appearance aur functionality ready hai।,3,"['use', 'appearance', 'functionality']","['positive', 'positive', 'positive']"
262:1,ek Mac Mini khriidnaa mujhe transition krnaa allow kregaa।,0,[],[]
271:1,"Begin krne se phle, maim khoomgaa ki maim un good percentage vaale people kii trh nhiim hoom jo is computer pr ek reviev writing end up kr demge - maim ek Apple fan nhiim hoom।",0,[],[]
788:1,yh mere PC se khiim adhik fast aur adhik stable hai।,0,[],[]
191:1,maimne ek MacBook Pro purchase kiyaa hai aur yh HP units ke ek couple ko replace krne ke lie hai jo maim use kr rhaa thaa।,0,[],[]
793:57:00,"aap iskaa regret nhiim kremge, aapse promise krtaa hoom~!",0,[],[]
40:1,"ek PC se Mac pr move krnaa kbhii easy nhiim rhaa, aur mai glad hoom ki maimne aisaa kiyaa।",0,[],[]
662:1,mere sbhii graphic design classes ke lie perfect hai maim is year college mem le jaa rhaa hoom :-),1,['graphic design'],['positive']
205:1,Years tk kevl Macs use kiyaa hai।,0,[],[]
365:0,"ek tech savvy, APPLE - product loving person hone ke naate, maim glad hoom ki mujhe mtth MacBook Pro milaa!",0,[],[]
554:1,"maim hmeshaa unke against thaa, lekin ab maim ek buy kr rhaa hoom, maim kbhii PC pr vaaps nhiim jaaoomgaa।",0,[],[]
810:33:00,maim phir se us slot kaa use nhiim kroomgaa।,1,['slot'],['negative']
810:1,mujhe lgtaa hai ki yh buy krne kaa ek great decision thaa,0,[],[]
289:5,"OS fast aur gluid hai, sb kuchh organized hai aur yh sirph beautiful hai।",1,['OS'],['positive']
931:1,"yh next semester mem life ko bhut easy bnaa degaa, bs maim wish krtaa hoom ki yh last semester mere saath hotaa!!",0,[],[]
274:1,"maimne ek new laptop ke lie pay kiyaa, lekin ek use kiyaa huaa send kiyaa gyaa hai।",0,[],[]
1105:1,ise amazon aur best buy pr search kiyaa gyaa hai।,0,[],[]
409:1,maimne ise apne 11 years old aur MacBook Air ko apne 9 years old ke lie buy kiyaa hai।,0,[],[]
849:1,maimne ise college ke lie buy kiyaa thaa aur ab tk yh amazing hai!,0,[],[]
843:3,ve use krne mem simple haim।,1,['use'],['positive']
802:05:00,yh 24 hours se bhii km smy mem mere door pr thaa।,0,[],[]
693:1,"yh bhut pricey bhii hai, lekin aapko bs apne aap ko yh btaanaa hogaa ki yh ek investment hai aur yh aapkaa long time tk chlne vaalaa hai।",0,[],[]
472:1,yh old ho rhaa thaa aur mujhe ek new school computer kii need thii।,0,[],[]
938:1,bhut nice .. stable .. fast  hai .. ab mujhe meraa SSD mil gyaa!,1,['SSD'],['positive']
909:1,mujhe apple bhut psmd hai lekin doosrom se alg jo mujhe is baare mem honest nhiim hone se prevent krtaa hai ki maim ise kaise psmd krtaa hoom aur yh achchhaa hai yaa nhiim।,0,[],[]
290:1,islie maim Mac buy pr cool hoom।,0,[],[]
15:1,yh uske lie ek great computer hai aur mujhe yh khnaa hogaa ki maim happy hoom ki maimne switch kiyaa।,0,[],[]
968:5,"Built-in camera use krte hue bhii, mere vlog ke lie merii voice recording ""Star Wars"" saga mem interplanetary transmissions kii trh lgtii hai।",2,"['Built-in camera', 'voice recording']","['neutral', 'negative']"
421:1,kul milaakr ek nice computer hai।,0,[],[]
922:1,"aap imagine kr skte haim ki laptop jaisii expensive item aapke front steps pr nhiim chhod़ii jaaegii, yh prove krne ke lie signature kii need hai ki aapne ise receive kiyaa।",0,[],[]
41:22:00,mujhe quick start up psmd hai।,1,['start up'],['positive']
